Imb,Priv,Unpriv,Deid,Orig_Acc,Tran_Acc,Orig_Bal,Tran_Bal,Orig_SP,Tran_SP,Orig_DI,Tran_DI,Orig_PP,Tran_PP,Or_Priv_PP,Tr_Priv_PP,Or_Unpr_PP,Tr_Unpr_PP,Orig_FN,Tran_FN,Or_Priv_FN,Tr_Priv_FN,Or_Unpr_FN,Tr_Unpr_FN
1,50,5,og,0.80817,0.68158,0.82519,0.70096,-0.90902,0.0393,0.01091,0.67756,0.39075,0.45,0.77047,0.53353,0.00882,0.36636,0.13762,0.25851,0.05853,0.26233,0.96756,0.22304
1,50,5,deid4,0.80333,0.66517,0.81771,0.67199,-0.8727,0.01652,0.01599,0.69075,0.38858,0.43758,0.76196,0.5089,0.01289,0.36616,0.15064,0.31293,0.07402,0.31485,0.94672,0.29833
1,50,5,deid8,0.801,0.70383,0.81743,0.66966,-0.92767,0.06993,0.00676,0.65797,0.39342,0.34842,0.77879,0.41788,0.00534,0.27839,0.14623,0.40549,0.06494,0.41248,0.99261,0.34255
1,50,5,deid16,0.789,0.66808,0.80745,0.66459,-0.92939,0.06159,0,0.72307,0.40208,0.4165,0.80114,0.48725,0,0.34445,0.15209,0.34466,0.07061,0.35097,1,0.28938
1,40,20,og,0.72758,0.68667,0.74118,0.70092,-0.34917,0.01339,0.33405,0.84559,0.43667,0.45458,0.65301,0.49063,0.21895,0.41843,0.22521,0.26365,0.11224,0.26749,0.46141,0.2541
1,40,20,deid4,0.73192,0.69325,0.73811,0.69989,-0.38985,0.02162,0.30021,0.86052,0.42033,0.437,0.643,0.47094,0.19618,0.40292,0.24592,0.28275,0.11977,0.28941,0.50962,0.26779
1,40,20,deid8,0.70725,0.67667,0.72007,0.67075,-0.41253,0.03933,0.30113,0.87914,0.443,0.41558,0.67813,0.44948,0.2075,0.38115,0.24851,0.34481,0.11496,0.35734,0.52749,0.31801
1,40,20,deid16,0.72658,0.705,0.73049,0.66508,-0.44181,0.01637,0.22928,0.8554,0.417,0.33375,0.6773,0.36387,0.155,0.3032,0.25993,0.43484,0.11728,0.43944,0.55909,0.42306
1,40,10,og,0.75317,0.68992,0.77476,0.70543,-0.51457,0.03679,0.17622,0.74481,0.40592,0.42817,0.68796,0.48745,0.12231,0.36852,0.18202,0.26369,0.08464,0.27049,0.59921,0.2337
1,40,10,deid4,0.75892,0.67883,0.7743,0.69355,-0.57077,-0.00791,0.13754,0.76744,0.39417,0.43308,0.68949,0.48367,0.09696,0.38207,0.19456,0.2767,0.08585,0.27581,0.65663,0.28372
1,40,10,deid8,0.76242,0.69208,0.76099,0.65963,-0.62816,0.0533,0.09277,0.81783,0.367,0.35683,0.66774,0.39659,0.0652,0.31734,0.24161,0.40381,0.12138,0.41461,0.74954,0.36131
1,40,10,deid16,0.74733,0.68333,0.75509,0.66554,-0.64422,0.02308,0.1138,0.777,0.38775,0.38075,0.69365,0.42948,0.07938,0.33127,0.22972,0.37086,0.10714,0.3756,0.75136,0.35252
1,40,5,og,0.78383,0.68275,0.80065,0.69837,-0.81187,0.04775,0.04051,0.70814,0.36608,0.4185,0.70004,0.48459,0.0299,0.35204,0.16899,0.27466,0.08227,0.28118,0.89415,0.23343
1,40,5,deid4,0.78717,0.69925,0.80238,0.68429,-0.87101,0.02716,0.0251,0.74336,0.36308,0.37233,0.70519,0.42449,0.01838,0.32019,0.16938,0.34268,0.07757,0.34632,0.94858,0.31916
1,40,5,deid8,0.78225,0.69783,0.79859,0.65523,-0.88423,0.07462,0.01483,0.71515,0.3665,0.33708,0.71948,0.39294,0.01112,0.28067,0.17176,0.42278,0.07826,0.43131,0.9625,0.3567
1,40,5,deid16,0.77692,0.69142,0.78785,0.67275,-0.86964,0.0509,0.01669,0.7027,0.3625,0.37083,0.70959,0.43629,0.01321,0.30515,0.19243,0.36199,0.10032,0.3678,0.96996,0.3169
1,20,10,og,0.69475,0.67317,0.73472,0.70315,-0.24322,0.02527,0.41333,0.92387,0.38992,0.39833,0.5498,0.41258,0.22826,0.38356,0.20879,0.2543,0.1299,0.26158,0.37313,0.23631
1,20,10,deid4,0.70008,0.69725,0.72216,0.69481,-0.32704,0.01531,0.34226,0.9688,0.37425,0.35925,0.55745,0.36933,0.18946,0.34837,0.24604,0.30774,0.13976,0.31488,0.46681,0.29958
1,20,10,deid8,0.7065,0.69842,0.723,0.68727,-0.34863,-0.00629,0.32253,0.91793,0.36483,0.35125,0.5505,0.36528,0.17787,0.3368,0.2539,0.32857,0.13961,0.32797,0.48824,0.33426
1,20,10,deid16,0.72367,0.71992,0.71164,0.67778,-0.34983,-0.07913,0.38725,0.86308,0.33383,0.31625,0.48059,0.34122,0.18644,0.29107,0.30439,0.37984,0.1884,0.35334,0.53823,0.43247
1,20,5,og,0.71408,0.69317,0.76274,0.70427,-0.43024,0.04417,0.21401,0.877,0.36592,0.3605,0.60085,0.38205,0.12925,0.33838,0.17274,0.28072,0.09008,0.29195,0.52032,0.24778
1,20,5,deid4,0.70533,0.64433,0.7509,0.6849,-0.53459,0.00828,0.16837,0.92518,0.3715,0.4145,0.63216,0.43447,0.10848,0.39487,0.18813,0.26085,0.08154,0.26252,0.61613,0.25424
1,20,5,deid8,0.70475,0.66175,0.75175,0.68709,-0.52188,-0.05611,0.20415,0.82218,0.37242,0.39308,0.61431,0.43162,0.12887,0.35416,0.18561,0.2786,0.08178,0.26863,0.60366,0.32474
1,20,5,deid16,0.69558,0.63175,0.74924,0.69517,-0.44912,-0.03295,0.23696,0.79447,0.38308,0.43725,0.61566,0.4895,0.14829,0.38466,0.17936,0.22005,0.09098,0.21407,0.5401,0.24702
1,10,5,og,0.71667,0.71842,0.73273,0.70898,-0.21075,0.04517,0.39828,0.97681,0.32117,0.31142,0.45815,0.31573,0.18263,0.30681,0.24798,0.30165,0.18003,0.31779,0.39078,0.27262
1,10,5,deid4,0.72233,0.72633,0.72389,0.68714,-0.27654,0.01122,0.35285,0.99317,0.312,0.2955,0.46326,0.2978,0.1581,0.29323,0.27368,0.35809,0.18799,0.36469,0.46453,0.35347
1,10,5,deid8,0.6985,0.69083,0.72155,0.69647,-0.31986,-0.03333,0.38193,0.81999,0.33867,0.3395,0.48912,0.36964,0.18688,0.30888,0.25125,0.29679,0.14973,0.28674,0.46959,0.32007
1,10,5,deid16,0.681,0.67617,0.72182,0.69789,-0.23288,-0.02968,0.44456,0.84596,0.35967,0.35733,0.50146,0.39043,0.21678,0.32351,0.22981,0.27626,0.15636,0.26451,0.38924,0.29418
